2025-12-12 09:19:16.747 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Created DB manager for process 79112", "timestamp": "2025-12-12T01:19:16.747170Z", "level": "info", "request_id": "", "user_id": "", "trace_idd": "", "endpoint": "", "correlation_id": "", "session_id": "", "client_ip": ""}
2025-12-12 09:19:20.723 | INFO     | _base.py:223 (_proxy_to_logger) | {"env": "dev", "log_level": "INFO", "log_format": "json", "async_log": true, "event": "Application start...", "timestamp": "2025-12-12T01:19:20.723932Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:19:20.724 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "FastMCP HTTP \u8fde\u63a5\u6c60\u521d\u59cb\u5316\u5b8c\u6210\uff0c\u670d\u52a1\u7aef\u5217\u8868\uff1a['http://0.0.0.0:9968']", "timestamp": "2025-12-12T01:19:20.724932Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:19:20.724 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "FastAPI \u5e94\u7528\u542f\u52a8\u5b8c\u6210\uff0cFastMCP \u8fde\u63a5\u6c60\u521d\u59cb\u5316\u6210\u529f", "timestamp": "2025-12-12T01:19:20.724932Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:19:20.724 | WARNING  | _base.py:223 (_proxy_to_logger) | {"event": "\u6ce8\u518c\u7684\u8def\u7531:", "timestamp": "2025-12-12T01:19:20.724932Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "warning"}
2025-12-12 09:19:20.726 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Starting security-enhanced application", "timestamp": "2025-12-12T01:19:20.726403Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:19:20.726 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "settings.DB_WRITE_DSN: ['postgresql+asyncpg://postgres123:pgsAdmin%40123@localhost:5432/fastxai']", "timestamp": "2025-12-12T01:19:20.726931Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:19:20.726 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "idx(0) -> dsn(postgresql+asyncpg://postgres123:pgsAdmin%40123@localhost:5432/fastxai)", "timestamp": "2025-12-12T01:19:20.726931Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:19:20.798 | INFO     | _base.py:223 (_proxy_to_logger) | {"host": "postgresql+asyncpg://postgres123:pgsAdmin%40123@localhost:5432/fastxai", "event": "Process 79112: Write engine 0 initialized (DSN: postgresql+asyncpg:/...)", "timestamp": "2025-12-12T01:19:20.798863Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:19:20.798 | INFO     | _base.py:223 (_proxy_to_logger) | {"host": "postgresql+asyncpg://postgres123:pgsAdmin%40123@localhost:5432/fastxai", "event": "Process 79112: Read engine 0 initialized (DSN: postgresql+asyncpg:/...)", "timestamp": "2025-12-12T01:19:20.798863Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:19:20.799 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Process 79112: DB manager initialized (write: 1, read: 1)", "timestamp": "2025-12-12T01:19:20.799863Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:19:20.981 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Process 79112: DB schema initialized", "timestamp": "2025-12-12T01:19:20.981972Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:19:20.989 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Redis client initialized successfully", "timestamp": "2025-12-12T01:19:20.989476Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:19:20.992 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Security services initialized", "timestamp": "2025-12-12T01:19:20.992478Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:38:31.749 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Process 79112: Write engine 0 disposed", "timestamp": "2025-12-12T01:38:31.749324Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:38:31.759 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Process 79112: Read engine 0 disposed", "timestamp": "2025-12-12T01:38:31.759088Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:38:31.759 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Process 79112: DB manager closed", "timestamp": "2025-12-12T01:38:31.759088Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:38:31.759 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Shutting down security services", "timestamp": "2025-12-12T01:38:31.759088Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:38:31.760 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Redis client closed", "timestamp": "2025-12-12T01:38:31.760086Z", "user_id": "", "trace_idd": "", "endpoint": "", "request_id": "", "correlation_id": "", "session_id": "", "client_ip": "", "level": "info"}
2025-12-12 09:38:31.761 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "FastMCP HTTP \u8fde\u63a5\u6c60\u5df2\u5173\u95ed", "timestamp": "2025-12-12T01:38:31.761088Z", "level": "info", "request_id": "", "user_id": "", "trace_idd": "", "endpoint": "", "correlation_id": "", "session_id": "", "client_ip": ""}
2025-12-12 09:38:31.761 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Application shutting down", "timestamp": "2025-12-12T01:38:31.761088Z", "level": "info", "request_id": "", "user_id": "", "trace_idd": "", "endpoint": "", "correlation_id": "", "session_id": "", "client_ip": ""}
